Akershus;Nesodden;Jaer skole;Glenneveien 11;1450;NESODDTANGEN;96
Akershus;Nesodden;Myklerud skole;MYKLERUDVEIEN 140;1454;FAGERSTRAND;230
Akershus;Nesodden;Nesoddtangen skole;KONGLEVEIEN;1450;NESODDTANGEN;482
Akershus;Nesodden;Tangenåsen ungdomsskole;Kongleveien 2-4;1450;NESODDTANGEN;222
Akershus;Nittedal;Nittedal. Skoleseksjonen;Moveien 1; 1482;;0
Akershus;Nittedal;Hagen skole;Lerkeveien 9;1488;HAKADAL;191
Akershus;Nittedal;Hakadal ungdomsskole;Sloraveien 7;1488;HAKADAL;232
Akershus;Nittedal;Holumskogen skole;MORTEVEIEN 19;1481;HAGAN;283
Akershus;Nittedal;Kirkeby skole;Kirkebyveien 7;1484;HAKADAL;372
Akershus;Nittedal;Li skole;Birkelundveien 68 A;1481;HAGAN;469
Akershus;Nittedal;Nittedal ungdomsskole;STASJONSVEIEN 10;1482;NITTEDAL;252
Akershus;Nittedal;Rotnes skole;SKOLEBAKKEN 1;1482;NITTEDAL;370
